gen_data,true_data
โรงพาบาลนบพิตำ,โรงพยาบาลนบพิตำ
โรงพยาบาลนพรัตนราชานี,โรงพยาบาลนพรัตนราชธานี
โรงพยบาลนภาลัย,โรงพยาบาลนภาลัย
โรงพยาบาลนวมนทร์,โรงพยาบาลนวมินทร์
โรงยาบาลนวมินทร์9,โรงพยาบาลนวมินทร์9
โรงพยาบาลนอร์ทอีสเทอร์นวัฒา,โรงพยาบาลนอร์ทอีสเทอร์นวัฒนา
รงพยาบาลนากลาง,โรงพยาบาลนากลาง
โรงพยาบลนาแก,โรงพยาบาลนาแก
โรงพยาบาลนงรอง,โรงพยาบาลนางรอง
โรงพยาบาลนจะหลวย,โรงพยาบาลนาจะหลวย
โรพยาบาลนาเชือก,โรงพยาบาลนาเชือก
โงพยาบาลนาดี,โรงพยาบาลนาดี
โรงพยาบาลนดูน,โรงพยาบาลนาดูน
โงพยาบาลนาตาล,โรงพยาบาลนาตาล
โรงพาบาลน่าน,โรงพยาบาลน่าน
รงพยาบาลนาน้อย,โรงพยาบาลนาน้อย
โรงพยาบลนาบอน,โรงพยาบาลนาบอน
โรงพยาบาลนาโธิ์,โรงพยาบาลนาโพธิ์
โรงพยาาลนามน,โรงพยาบาลนามน
โรงพยาบาลายายอาม,โรงพยาบาลนายายอาม
โรงพยาบานายูง,โรงพยาบาลนายูง
โรงพยาบาลนาเีย,โรงพยาบาลนาเยีย
โรงพยาบาลนโยง,โรงพยาบาลนาโยง
โรงพยาบาลนาวั เฉลิมพระเกียรติ 80 พรรษา,โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา
รงพยาบาลนาหม่อม,โรงพยาบาลนาหม่อม
โรงพยาบาลนามื่น,โรงพยาบาลนาหมื่น
โรพยาบาลนาหว้า,โรงพยาบาลนาหว้า
โรงยาบาลนาแห้ว,โรงพยาบาลนาแห้ว
โรงพยาบาลน้ำเกลี้ง,โรงพยาบาลน้ำเกลี้ยง
โรงพยาาลน้ำขุ่น,โรงพยาบาลน้ำขุ่น
โรงพยาบาล้ำพอง,โรงพยาบาลน้ำพอง
โงพยาบาลน้ำยืน,โรงพยาบาลน้ำยืน
โรงพาบาลน้ำโสม,โรงพยาบาลน้ำโสม
โรงพยาบาลนคมคำสร้อย,โรงพยาบาลนิคมคำสร้อย
โรงพยบาลนิคมน้ำอูน,โรงพยาบาลนิคมน้ำอูน
โรงพาบาลนิคมพัฒนา,โรงพยาบาลนิคมพัฒนา
โรงพยาบาลเนินาม,โรงพยาบาลเนินขาม
รงพยาบาลเนินมะปราง,โรงพยาบาลเนินมะปราง
โรงพยาบาลเนิสง่า,โรงพยาบาลเนินสง่า
